"col" "row" "value" "Study" "Time_series" "Time_since_dist" "Time_since_dist." "Rank" "Rank." "Disturbance" "Time_series." "Environment" "Experimental_unit" "Experimental_unit." "Selective_Factor" "Time_series_Time" "Time"
"58822" "276.364_R1" "276.363_R1" 0.435119068632385 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 13 13 15 15 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "4" "3" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.13" 13
"58832" "276.365_R1" "276.363_R1" 0.485827435699119 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 13 13 15 15 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "3" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.13" 13
"59662" "276.365_R1" "276.364_R1" 0.508380415330888 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 13 13 15 15 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "4" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.13" 13
"61342" "276.386_R1" "276.385_R1" 0.375408962172235 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "2" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"61352" "276.387_R1" "276.385_R1" 0.460753052291674 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "3" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"61362" "276.388_R1" "276.385_R1" 0.597043516324036 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "4" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"61372" "276.389_R1" "276.385_R1" 0.627799781077251 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"62182" "276.387_R1" "276.386_R1" 0.442304166569138 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "3" "2" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"62192" "276.388_R1" "276.386_R1" 0.553871866240514 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "4" "2" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"62202" "276.389_R1" "276.386_R1" 0.620070207698386 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "2" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"63022" "276.388_R1" "276.387_R1" 0.46748861962066 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "4" "3" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"63032" "276.389_R1" "276.387_R1" 0.467056833360904 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "3" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"63862" "276.389_R1" "276.388_R1" 0.507007015815643 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 14 14 16 16 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "4" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.14" 14
"65542" "276.391_R1" "276.390_R1" 0.392374838099115 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "2" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"65552" "276.392_R1" "276.390_R1" 0.497174219110638 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "3" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"65562" "276.393_R1" "276.390_R1" 0.565450175901554 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "4" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"65572" "276.394_R1" "276.390_R1" 0.616641222391495 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "1" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"66382" "276.392_R1" "276.391_R1" 0.467143589336592 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "3" "2" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"66392" "276.393_R1" "276.391_R1" 0.510070501703236 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "4" "2" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"66402" "276.394_R1" "276.391_R1" 0.588106691192383 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "2" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"67222" "276.393_R1" "276.392_R1" 0.470870543467026 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "4" "3" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"67232" "276.394_R1" "276.392_R1" 0.446730351001877 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "3" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"68062" "276.394_R1" "276.393_R1" 0.538793218983407 "Jurburg_Pigs" "Jurburg_Pigs.Clin_C.diff.Pig_feces" 15 15 17 17 "Clin_C.diff" "Jurburg_Pigs.Clin_C.diff.Pig_feces" "Mammal" "5" "4" "Death_Invasion" "Jurburg_Pigs.Clin_C.diff.Pig_feces.15" 15
"5600" "12.2-R1.fastq" "10.2-R1.fastq" 0.623297371514042 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" -0.1 -0.1 1 1 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "4" "2" "Death" "Jurburg_Portugal.Drought.Grazed.-0.1" -0.1
"9180" "8.2-R1.fastq" "10.2-R1.fastq" 0.598073936646139 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" -0.1 -0.1 1 1 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "2" "Death" "Jurburg_Portugal.Drought.Grazed.-0.1" -0.1
"18149" "12.3-R1.fastq" "10.3-R1.fastq" 0.64067902036977 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 5 5 2 2 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "4" "2" "Death" "Jurburg_Portugal.Drought.Grazed.5" 5
"22150" "8.3-R1.fastq" "10.3-R1.fastq" 0.579287620868608 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 5 5 2 2 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "2" "Death" "Jurburg_Portugal.Drought.Grazed.5" 5
"31138" "12.4-R1.fastq" "10.4-R1.fastq" 0.618211197839363 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 12 12 3 3 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "4" "2" "Death" "Jurburg_Portugal.Drought.Grazed.12" 12
"35139" "8.4-R1.fastq" "10.4-R1.fastq" 0.598202979757983 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 12 12 3 3 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "2" "Death" "Jurburg_Portugal.Drought.Grazed.12" 12
"44127" "12.5-R1.fastq" "10.5-R1.fastq" 0.610660949233542 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 26 26 4 4 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "4" "2" "Death" "Jurburg_Portugal.Drought.Grazed.26" 26
"48106" "8.5-R1.fastq" "10.5-R1.fastq" 0.634710408730287 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 26 26 4 4 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "2" "Death" "Jurburg_Portugal.Drought.Grazed.26" 26
"5780" "8.2-R1.fastq" "12.2-R1.fastq" 0.590120329839796 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" -0.1 -0.1 1 1 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "4" "Death" "Jurburg_Portugal.Drought.Grazed.-0.1" -0.1
"70101" "8.3-R1.fastq" "12.3-R1.fastq" 0.605759907066038 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 5 5 2 2 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "4" "Death" "Jurburg_Portugal.Drought.Grazed.5" 5
"8378" "8.4-R1.fastq" "12.4-R1.fastq" 0.609251662535045 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 12 12 3 3 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "4" "Death" "Jurburg_Portugal.Drought.Grazed.12" 12
"9650" "8.5-R1.fastq" "12.5-R1.fastq" 0.640636654120321 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Grazed" 26 26 4 4 "Drought" "Jurburg_Portugal.Drought.Grazed" "Soil" "11" "4" "Death" "Jurburg_Portugal.Drought.Grazed.26" 26
"51000" "7.2-R1.fastq" "11.2-R1.fastq" 0.654038103925412 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" -0.1 -0.1 1 1 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "10" "3" "Death" "Jurburg_Portugal.Drought.Pristine.-0.1" -0.1
"9187" "9.2-R1.fastq" "11.2-R1.fastq" 0.654576342303917 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" -0.1 -0.1 1 1 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "3" "Death" "Jurburg_Portugal.Drought.Pristine.-0.1" -0.1
"20138" "7.6-R1.fastq" "11.3-R1.fastq" 0.634334711924229 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 5 5 2 2 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "10" "3" "Death" "Jurburg_Portugal.Drought.Pristine.5" 5
"22157" "9.3-R1.fastq" "11.3-R1.fastq" 0.671232149689163 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 5 5 2 2 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "3" "Death" "Jurburg_Portugal.Drought.Pristine.5" 5
"30136" "7.4-R1.fastq" "11.4-R1.fastq" 0.595328544631773 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 12 12 3 3 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "10" "3" "Death" "Jurburg_Portugal.Drought.Pristine.12" 12
"35140" "9.4-R1.fastq" "11.4-R1.fastq" 0.620243820015001 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 12 12 3 3 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "3" "Death" "Jurburg_Portugal.Drought.Pristine.12" 12
"43128" "7.5-R1.fastq" "11.5-R1.fastq" 0.62734509202622 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 26 26 4 4 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "10" "3" "Death" "Jurburg_Portugal.Drought.Pristine.26" 26
"48107" "9.5-R1.fastq" "11.5-R1.fastq" 0.670006026284614 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 26 26 4 4 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "3" "Death" "Jurburg_Portugal.Drought.Pristine.26" 26
"57100" "9.2-R1.fastq" "7.2-R1.fastq" 0.553656878090866 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" -0.1 -0.1 1 1 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "10" "Death" "Jurburg_Portugal.Drought.Pristine.-0.1" -0.1
"71125" "9.4-R1.fastq" "7.4-R1.fastq" 0.578458849170977 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 12 12 3 3 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "10" "Death" "Jurburg_Portugal.Drought.Pristine.12" 12
"8469" "9.5-R1.fastq" "7.5-R1.fastq" 0.541653110228819 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 26 26 4 4 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "10" "Death" "Jurburg_Portugal.Drought.Pristine.26" 26
"9449" "9.3-R1.fastq" "7.6-R1.fastq" 0.594847990106034 "Jurburg_Portugal" "Jurburg_Portugal.Drought.Pristine" 5 5 2 2 "Drought" "Jurburg_Portugal.Drought.Pristine" "Soil" "12" "10" "Death" "Jurburg_Portugal.Drought.Pristine.5" 5
"41005" "4.2-R1.fastq" "2.2-R1.fastq" 0.545528839862225 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" -0.1 -0.1 1 1 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "7" "5" "Death" "Jurburg_Portugal.Flood.Grazed.-0.1" -0.1
"7359" "6.2-R1.fastq" "2.2-R1.fastq" 0.566364812944768 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" -0.1 -0.1 1 1 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "9" "5" "Death" "Jurburg_Portugal.Flood.Grazed.-0.1" -0.1
"14177" "4.3-R1.fastq" "2.3-R1.fastq" 0.575725957932447 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" 5 5 2 2 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "7" "5" "Death" "Jurburg_Portugal.Flood.Grazed.5" 5
"17167" "6.3-R1.fastq" "2.3-R1.fastq" 0.57911098329996 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" 5 5 2 2 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "9" "5" "Death" "Jurburg_Portugal.Flood.Grazed.5" 5
"24138" "4.5-R1.fastq" "2.5-R1.fastq" 0.634839092297741 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" 26 26 3 3 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "7" "5" "Death" "Jurburg_Portugal.Flood.Grazed.26" 26
"27136" "6.5-R1.fastq" "2.5-R1.fastq" 0.604636307406793 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" 26 26 3 3 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "9" "5" "Death" "Jurburg_Portugal.Flood.Grazed.26" 26
"34134" "6.2-R1.fastq" "4.2-R1.fastq" 0.564448819355501 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" -0.1 -0.1 1 1 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "9" "7" "Death" "Jurburg_Portugal.Flood.Grazed.-0.1" -0.1
"44129" "6.3-R1.fastq" "4.3-R1.fastq" 0.559248804887379 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" 5 5 2 2 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "9" "7" "Death" "Jurburg_Portugal.Flood.Grazed.5" 5
"54104" "6.5-R1.fastq" "4.5-R1.fastq" 0.606795898392211 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Grazed" 26 26 3 3 "Flood" "Jurburg_Portugal.Flood.Grazed" "Soil" "9" "7" "Death" "Jurburg_Portugal.Flood.Grazed.26" 26
"51002" "3.2-R1.fastq" "1.2-R1.fastq" 0.579538576456673 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" -0.1 -0.1 1 1 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "6" "1" "Death" "Jurburg_Portugal.Flood.Pristine.-0.1" -0.1
"9189" "5.2-R1.fastq" "1.2-R1.fastq" 0.529855043873495 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" -0.1 -0.1 1 1 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "1" "Death" "Jurburg_Portugal.Flood.Pristine.-0.1" -0.1
"18158" "3.3-R1.fastq" "1.3-R1.fastq" 0.598417517535856 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 5 5 2 2 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "6" "1" "Death" "Jurburg_Portugal.Flood.Pristine.5" 5
"22159" "5.3-R1.fastq" "1.3-R1.fastq" 0.612503493583594 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 5 5 2 2 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "1" "Death" "Jurburg_Portugal.Flood.Pristine.5" 5
"31140" "3.4-R1.fastq" "1.4-R1.fastq" 0.60789377320089 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 12 12 3 3 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "6" "1" "Death" "Jurburg_Portugal.Flood.Pristine.12" 12
"35145" "5.4-R1.fastq" "1.4-R1.fastq" 0.571203761011373 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 12 12 3 3 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "1" "Death" "Jurburg_Portugal.Flood.Pristine.12" 12
"44130" "3.5-R1.fastq" "1.5-R1.fastq" 0.641067730458413 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 26 26 4 4 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "6" "1" "Death" "Jurburg_Portugal.Flood.Pristine.26" 26
"48108" "5.5-R1.fastq" "1.5-R1.fastq" 0.656026938810826 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 26 26 4 4 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "1" "Death" "Jurburg_Portugal.Flood.Pristine.26" 26
"57102" "5.2-R1.fastq" "3.2-R1.fastq" 0.583894838530325 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" -0.1 -0.1 1 1 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "6" "Death" "Jurburg_Portugal.Flood.Pristine.-0.1" -0.1
"70103" "5.3-R1.fastq" "3.3-R1.fastq" 0.589068526331325 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 5 5 2 2 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "6" "Death" "Jurburg_Portugal.Flood.Pristine.5" 5
"83100" "5.4-R1.fastq" "3.4-R1.fastq" 0.557105890477433 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 12 12 3 3 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "6" "Death" "Jurburg_Portugal.Flood.Pristine.12" 12
"9660" "5.5-R1.fastq" "3.5-R1.fastq" 0.596198003307972 "Jurburg_Portugal" "Jurburg_Portugal.Flood.Pristine" 26 26 4 4 "Flood" "Jurburg_Portugal.Flood.Pristine" "Soil" "8" "6" "Death" "Jurburg_Portugal.Flood.Pristine.26" 26
"51003" "Kennedy0.515" "Kennedy0.53" 0.465295783222982 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 12 12 7 7 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "11" "10" "Death" "Kennedy.0.2 TCC.Rat_Feces.12" 12
"13169" "Kennedy0.528" "Kennedy0.53" 0.458407367594198 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 12 12 7 7 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "8" "10" "Death" "Kennedy.0.2 TCC.Rat_Feces.12" 12
"20140" "Kennedy0.539" "Kennedy0.53" 0.437775668086008 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 12 12 7 7 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "10" "Death" "Kennedy.0.2 TCC.Rat_Feces.12" 12
"41137" "Kennedy0.215" "Kennedy0.53" 0.468601825789274 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 12 12 7 7 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "11" "10" "Death" "Kennedy.0.2 TCC.Rat_Feces.12" 12
"50128" "Kennedy0.228" "Kennedy0.53" 0.436529545932721 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 12 12 7 7 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "8" "10" "Death" "Kennedy.0.2 TCC.Rat_Feces.12" 12
"58105" "Kennedy0.239" "Kennedy0.53" 0.435665108725945 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 12 12 7 7 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "10" "Death" "Kennedy.0.2 TCC.Rat_Feces.12" 12
"7890" "Kennedy0.513" "Kennedy0.510" 0.442548223464531 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "8" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"7970" "Kennedy0.514" "Kennedy0.510" 0.405155436180397 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"8669" "Kennedy0.526" "Kennedy0.510" 0.522996887382768 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"9360" "Kennedy0.535" "Kennedy0.510" 0.565629861908619 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "10" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"9860" "Kennedy0.550" "Kennedy0.510" 0.420829716326278 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "10" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"11030" "Kennedy0.574" "Kennedy0.510" 0.52174015027266 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "8" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"11449" "Kennedy0.213" "Kennedy0.510" 0.435375416624178 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "8" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"11560" "Kennedy0.214" "Kennedy0.510" 0.420129164566428 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"12347" "Kennedy0.226" "Kennedy0.510" 0.509527152094523 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"13037" "Kennedy0.235" "Kennedy0.510" 0.564917700481031 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "10" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"13749" "Kennedy0.250" "Kennedy0.510" 0.395339299788873 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "10" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"15048" "Kennedy0.274" "Kennedy0.510" 0.521105266681823 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "8" "11" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"15450" "Kennedy0.514" "Kennedy0.513" 0.356708654527416 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "8" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"16199" "Kennedy0.526" "Kennedy0.513" 0.478848924982781 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "9" "8" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"16830" "Kennedy0.535" "Kennedy0.513" 0.505409571961382 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "10" "8" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
"17340" "Kennedy0.550" "Kennedy0.513" 0.520954076107704 "Kennedy" "Kennedy.0.2 TCC.Rat_Feces" 2 2 3 3 "0.2 TCC" "Kennedy.0.2 TCC.Rat_Feces" "Mammal" "10" "8" "Death" "Kennedy.0.2 TCC.Rat_Feces.2" 2
